다|多
득무수호|得無遂乎
득무실호|得無失乎
득무앙해지족의|得無殃害之足矣
득무앙해지주의|得無殃害之足矣
득무여빙당지언호|得無如馮唐之言乎
득무여조슬립제문자비여|得無與操瑟立齊門者比歟
득무여조슬입제문자비여|得無與操瑟立齊門者比歟
득무여풍당지언호|得無如馮唐之言乎
득무염이조문왕지덕호|得無念爾祖文王之德乎
득무위호|得無危乎
득무이호|得無異乎
득무인위지|得無人爲之
득무인호|得無訒乎
득무자지위이신|得武子之位而伸
득무재|得無在
득무지류|得無之類
득무지유|得無之類
득무질호|得無疾乎
득무태취|得無殆就
득무해체|得無解體
득무현비|得無見非
득무회강호|得無悔降乎
득무회야|得无悔也
득무회항호|得無悔降乎
득무효|得無效
득무후장유간난호|得無後將有艱難乎
득문|得問
득문|得聞
득문무사어막하|得文武士於幕下
득문무사오막하|得文武士於幕下
득문시지풍아송|得聞詩之風雅頌
득문이자|得問二字
득문지이범학자|得聞之而凡學者
득물지성|得物之誠
득물지성신|得物之誠信
득미|得微
득미|得弭
득미왕견척야|得微往見跖耶
득미왕현척야|得微往見跖耶
득미일석언|得米一石焉
득민|得民
득민심|得民心
득민자|得民者
득민재|得民財
득민지심야|得民之心也
득박숙이헌지|得璞玉而獻之
득박숙이헌지자한|得璞玉而獻之子罕
득박옥이헌지|得璞玉而獻之
득박옥이헌지자한|得璞玉而獻之子罕
득반기읍리|得反其邑里
득반기읍이|得反其邑里
득반본토|得反本土
득반분토|得反本土
득반읍리|得反邑里
득반읍이|得反邑里
득반전국|得反晉國
득반지야|得反之也
득반진국|得反晉國
득반함시부폐|得飯含時不閉
득반함시불폐|得飯含時不閉
득방천리자사십구|得方千里者四十九
득방천이자사십구|得方千里者四十九
득배|得拜
득배공|得北攻
득배관사작유차|得拜官賜爵有差
득백낭|得白狼
득백낭백녹|得白狼白鹿
득백낭백록|得白狼白鹿
득백랑|得白狼
득백랑백녹|得白狼白鹿
득백랑백록|得白狼白鹿
득백리지국만구|得百里之國萬區
득백리지지이군지|得百里之地而君之
득백복군모|得白服帬帽
득백석유단서|得白石有丹書
득백성지력자부|得百姓之力者富
득백성지사자강|得百姓之死者彊
득백성지역자부|得百姓之力者富
득백성지예자영|得百姓之譽者榮
득백성지환심야|得百姓之懽心也
득백속포|得百束布
득백양속이연후성|得伯陽續耳然後成
득백어일소지경|得帛於一笑之頃
득백여인|得百餘人
득백오일소지경|得帛於一笑之頃
득백이십인|得百二十人
득백이지국만구|得百里之國萬區
득백이지지이군지|得百里之地而君之
득범휴|得范睢
득벽중시서|得壁中詩書
득병류|得竝流
득병심소|得兵甚少
득병유|得竝流
득보가|得寶歌
득보기위존|得保其威尊
득보기위준|得保其威尊
득보일일|得保一日
득보즉지|得報則止
득보치환|得報馳還
득보칙지|得報則止
득복즉상솔이진|得福則相率以進
득복칙상솔이진|得福則相率以進
득본주심도향노정언등칭|得本州審到鄕老程言等稱
득본주심도향로정언등칭|得本州審到鄕老程言等稱
득봉상경농빈녕경부방단연|得鳳翔涇隴邠寧慶鄜坊丹延
득봉상경농빈영경부방단연|得鳳翔涇隴邠寧慶鄜坊丹延
득봉상경롱빈녕경부방단연|得鳳翔涇隴邠寧慶鄜坊丹延
득봉상경롱빈영경부방단연|得鳳翔涇隴邠寧慶鄜坊丹延
득봉성궁|得奉聖躬
득봉천명위|得奉天明威
득부가이상기유|得不可以常覬覦
득부강유지절|得夫剛柔之節
득부개근노분주|得不皆勤勞奔走
득부개근로분주|得不皆勤勞奔走
득부공이외호|得不恐而畏乎
득부국사수즉서|得傅國璽綬則書
득부국사수칙서|得傅國璽綬則書
득부국새수즉서|得傅國璽綬則書
득부국새수칙서|得傅國璽綬則書
득부금악|得不禁惡
득부기자위남|得父氣者爲男
득부득|得不得
득부사|得不死
득부상언|得不祥焉
득부설이내|得傅說以來
득부설이래|得傅說以來
득부세이내|得傅說以來
득부세이래|得傅說以來
득부열이내|得傅說以來
득부열이래|得傅說以來
득부원이복|得不遠而復
득부위삭|得不危溢
득부위시|得不危溢
득부위일|得不危溢
득부위지계재|得不爲至戒哉
득부위지상호|得不謂之祥乎
득부이|得不以
득부이무왕초붕이반|得不以武王初崩已叛
득부이위감호|得不以爲鑑乎
득부인지정길|得婦人之正吉
득부자|得婦者
득부탈이내|得傅說以來
득부탈이래|得傅說以來
득부희자위남|得父氣者爲男
득북공|得北攻
득분인의지반거야|得分仁義之半去也
득분주심도향노정언등칭|得本州審到鄕老程言等稱
득분주심도향로정언등칭|得本州審到鄕老程言等稱
득분지도|得賁之道
득불가이상기유|得不可以常覬覦
득불개근노분주|得不皆勤勞奔走
득불개근로분주|得不皆勤勞奔走
득불공이외호|得不恐而畏乎
득불금악|得不禁惡
득불득|得不得
득불사|得不死
득불상언|得不祥焉
득불원이복|得不遠而復
득불위삭|得不危溢
득불위시|得不危溢
득불위일|得不危溢
득불위지계재|得不爲至戒哉
득불위지상호|得不謂之祥乎
득불이|得不以
득불이무왕초붕이반|得不以武王初崩已叛
득불이위감호|得不以爲鑑乎
득붕|得朋
득비량씨시역|得非梁氏弑逆
득비량정시역|得非梁氏弑逆
득비량지시역|得非梁氏弑逆
득비립의차상자호|得非立意且爽者乎
득비미륜우소자호|得非彌綸又疎者乎
득비미윤우소자호|得非彌綸又疎者乎
득비비간안어의지당사이무복언여|得非比干安於義之當死而無復言歟
득비비간안오의지당사이무복언여|得非比干安於義之當死而無復言歟
득비송노생지상담|得非誦老生之常談
득비송로생지상담|得非誦老生之常談
득비수구전지조박|得非守舊典之糟粕
득비양씨시역|得非梁氏弑逆
득비양정시역|得非梁氏弑逆
득비양지시역|得非梁氏弑逆
득비왕십여인중만오천여인|得裨王十餘人衆萬五千餘人
득비입의차상자호|得非立意且爽者乎
득비재사|得備宰士
득비지도|得賁之道
득비진사야|得備珍食也
득비진식야|得備珍食也
득비춘추기고|得非春秋旣高
득비현포렬|得非玄圃裂
득비현포열|得非玄圃裂
득사|得使
득사|得嗣
득사|得士
득사|得詞
득사거위|得使居位
득사기간특|得肆其姦慝
득사기악|得肆其惡
득사리|得事理
득사마휘논운명력삭사|得司馬徽論運命曆數事
득사마휘논운명력수사|得司馬徽論運命曆數事
득사마휘논운명력촉사|得司馬徽論運命曆數事
득사마휘논운명역삭사|得司馬徽論運命曆數事
득사마휘논운명역수사|得司馬徽論運命曆數事
득사마휘논운명역촉사|得司馬徽論運命曆數事
득사마휘론운명력삭사|得司馬徽論運命曆數事
득사마휘론운명력수사|得司馬徽論運命曆數事
득사마휘론운명력촉사|得司馬徽論運命曆數事
득사마휘론운명역삭사|得司馬徽論運命曆數事
득사마휘론운명역수사|得司馬徽論運命曆數事
득사마휘론운명역촉사|得司馬徽論運命曆數事
득사수부상|得璽綬不上
득사수불상|得璽綬不上
득사의|得肆意
득사이|得事理
득사이진려|得辭而振旅
득사이진여|得辭而振旅
득사이후부기|得食而後不饑
득사이후불기|得食而後不饑
득사인|得四印
득사재여차|得史才如此
득사전|得賜錢
득사조정이십이년|得事朝廷二十二年
득사조정이십이연|得事朝廷二十二年
득사죄적|得死罪賊
득사중심|得士衆心
득사즉지|得食則止
득사창각|得肆猖狂
득사창광|得肆猖狂
득사처부어미유화패지전|得事處父於未有禍敗之前
득사처부오미유화패지전|得事處父於未有禍敗之前
득사충의|得死忠義
득사칙지|得食則止
득사한자부득의난자부득지|得食寒者不得衣亂者不得治
득사한자부득의난자부득치|得食寒者不得衣亂者不得治
득사한자부득의난자불득지|得食寒者不得衣亂者不得治
득사한자부득의난자불득치|得食寒者不得衣亂者不得治
득사한자부득의란자부득지|得食寒者不得衣亂者不得治
득사한자부득의란자부득치|得食寒者不得衣亂者不得治
득사한자부득의란자불득지|得食寒者不得衣亂者不得治
득사한자부득의란자불득치|得食寒者不得衣亂者不得治
득사한자불득의난자부득지|得食寒者不得衣亂者不得治
득사한자불득의난자부득치|得食寒者不得衣亂者不得治
득사한자불득의난자불득지|得食寒者不得衣亂者不得治
득사한자불득의난자불득치|得食寒者不得衣亂者不得治
득사한자불득의란자부득지|得食寒者不得衣亂者不得治
득사한자불득의란자부득치|得食寒者不得衣亂者不得治
득사한자불득의란자불득지|得食寒者不得衣亂者不得治
득사한자불득의란자불득치|得食寒者不得衣亂者不得治
득사헌지|得璽獻之
득삭만필|得數萬匹
득삭백인|得數百人
득산도현리구담|得山都縣吏丘沈
득산도현리구심|得山都縣吏丘沈
득산도현리구짐|得山都縣吏丘沈
득산도현리구침|得山都縣吏丘沈
득산도현이구담|得山都縣吏丘沈
득산도현이구심|得山都縣吏丘沈
득산도현이구짐|得山都縣吏丘沈
득산도현이구침|得山都縣吏丘沈
득산자승|得山者勝
득살이천석이하|得殺二千石以下
득삼강구|得三江口
득삼십륙성|得三十六城
득삼십육성|得三十六城
득삼십일량|得三十日糧
득삼십일양|得三十日糧
득삼천오백인|得三千五百人
득상|得常
득상거내|得喪去來
득상거래|得喪去來
득상견|得相見
득상낙리고관상국사제지동정이처지|得常樂里故關相國私第之東亭而處之
득상낙이고관상국사제지동정이처지|得常樂里故關相國私第之東亭而處之
득상락리고관상국사제지동정이처지|得常樂里故關相國私第之東亭而處之
득상락이고관상국사제지동정이처지|得常樂里故關相國私第之東亭而處之
득상사|得賞賜
득상상진견야|得常常進見也
득상상진현야|得常常進見也
득상송십이편|得商頌十二篇
득상악리고관상국사제지동정이처지|得常樂里故關相國私第之東亭而處之
득상악이고관상국사제지동정이처지|得常樂里故關相國私第之東亭而處之
득상여우유이낙어차정자|得相與優遊以樂於此亭者
득상여우유이낙오차정자|得相與優遊以樂於此亭者
득상여우유이락어차정자|得相與優遊以樂於此亭者
득상여우유이락오차정자|得相與優遊以樂於此亭者
득상여우유이악어차정자|得相與優遊以樂於此亭者
득상여우유이악오차정자|得相與優遊以樂於此亭者
득상여우유이요어차정자|得相與優遊以樂於此亭者
득상여우유이요오차정자|得相與優遊以樂於此亭者
득상여존|得詳與尊
득상여준|得詳與尊
득상요리고관상국사제지동정이처지|得常樂里故關相國私第之東亭而處之
득상요이고관상국사제지동정이처지|得常樂里故關相國私第之東亭而處之
득상용은|得相容隱
득상우중항|得尙于中行
득상우중행|得尙于中行
득상유후자|得上有後字
득상자|得上者
득상현|得相見
득새수부상|得璽綬不上
득새수불상|得璽綬不上
득새헌지|得璽獻之
득생구이만남귀|得生口二萬南歸
득생이금기종사이|得生而禁其從事耳
득서|得序
득서모|得敍母
득서무위호|得庶無危乎
득서비지|得書秘之
득서심복지분|得舒心腹之憤
득서여시족의|得壻如是足矣
득서여시주의|得壻如是足矣
득서주지|得書奏之
득서즉위길의|得紓則爲吉矣
득서증노|得書增怒
득서칙위길의|得紓則爲吉矣
득서황포|得書惶怖
득서희|得書喜
득석마이번서|得錫馬而蕃庶
득선인이상지|得善人而賞之
득선인지구관|得仙人之舊館
득선자|得善者
득선즉부|得船則浮
득선천삭|得船千數
득선천수|得船千數
득선천촉|得船千數
득선칙부|得船則浮
득설|得說
득설이천석이하|得殺二千石以下
득성신이응지|得誠信而應之
득성어무성|得聲於無聲
득성오무성|得聲於無聲
득성인지경|得聖人之經
득성인지권|得聖人之權
득성인지시|得聖人之時
득성인지청|得聖人之淸
득성즉동|得性則同
득성지명|得誠之名
득성칙동|得性則同
득세|得說
득세국고야|得世國故也
득세선사이환기사|得勢擅事以環其私
득세위|得勢位
득세천사이환기사|得勢擅事以環其私
득소구야|得所求也
득소도찬|得蘇逃竄
득소득서시누백여편|得所得敍詩累百餘篇
득소득서시루백여편|得所得敍詩累百餘篇
득소리어하|得所利於下
득소리오하|得所利於下
득소사수음|得疏食水飮
득소산|得小山
득소서|得詔書
득소송검도|得所送劒刀
득소식수음|得疏食水飮
득소원야|得所願也
득소이어하|得所利於下
득소이오하|得所利於下
득소저지의|得所著之宜
득소준서급소매숙인|得劭濬書及所埋玉人
득소준서급소매옥인|得劭濬書及所埋玉人
득소지소향연후|得詔旨所向然後
득소착지의|得所著之宜
득소탁|得所託
득소통지환심|得所統之懽心
득소형|得小亨
득속삼십만곡|得粟三十萬斛
득속어일일지간|得粟於一日之間
득속오일일지간|得粟於一日之間
득손지정|得巽之正
득송주소하령서|得宋主所下令書
득송주소하영서|得宋主所下令書
득쇄이천석이하|得殺二千石以下
득수|得水
득수고지복|得壽考之福
득수기삭시기혜야|得遂其欲施其惠也
득수기삭이기혜야|得遂其欲施其惠也
득수기생|得遂其生
득수기속시기혜야|得遂其欲施其惠也
득수기속이기혜야|得遂其欲施其惠也
득수기숙시기혜야|得遂其欲施其惠也
득수기숙이기혜야|得遂其欲施其惠也
득수기욕시기혜야|得遂其欲施其惠也
득수기욕이기혜야|得遂其欲施其惠也
득수기유시기혜야|得遂其欲施其惠也
득수기유이기혜야|得遂其欲施其惠也
득수만필|得數萬匹
득수백만민|得數百萬緡
득수백인|得數百人
득수선이개악|得守善而改惡
득수유은왕지명재|得受有殷王之命哉
득수이관|得授以官
득숙박소산중|得玉璞楚山中
득숙박초산중|得玉璞楚山中
득숙어소산|得玉於楚山
득숙어초산|得玉於楚山
득숙오소산|得玉於楚山
득숙오초산|得玉於楚山
득숙인자|得玉印者
득습호작|得襲護爵
득승간이입야|得乘間而入也
득승도리반|得升桃李盤
득승도이반|得升桃李盤
득승문어천|得升聞於天
득승문오천|得升聞於天
득승신행지세|得乘信幸之勢
득승제|得承制
득승주|得乘舟
득승지이입|得乘之而入
득시|得侍
득시|得時
득시이천석이하|得殺二千石以下
득시즉역급|得時則易給
득시즉이급|得時則易給
득시지호|得試之乎
득시칙역급|得時則易給
득시칙이급|得時則易給
득시해어중|得施解於衆
득시해오중|得施解於衆
득식이후부기|得食而後不饑
득식이후불기|得食而後不饑
득식즉지|得食則止
득식칙지|得食則止
득식한자부득의난자부득지|得食寒者不得衣亂者不得治
득식한자부득의난자부득치|得食寒者不得衣亂者不得治
득식한자부득의난자불득지|得食寒者不得衣亂者不得治
득식한자부득의난자불득치|得食寒者不得衣亂者不得治
득식한자부득의란자부득지|得食寒者不得衣亂者不得治
득식한자부득의란자부득치|得食寒者不得衣亂者不得治
득식한자부득의란자불득지|得食寒者不得衣亂者不得治
득식한자부득의란자불득치|得食寒者不得衣亂者不得治
득식한자불득의난자부득지|得食寒者不得衣亂者不得治
득식한자불득의난자부득치|得食寒者不得衣亂者不得治
득식한자불득의난자불득지|得食寒者不得衣亂者不得治
득식한자불득의난자불득치|得食寒者不得衣亂者不得治
득식한자불득의란자부득지|得食寒者不得衣亂者不得治
득식한자불득의란자부득치|得食寒者不得衣亂者不得治
득식한자불득의란자불득지|得食寒者不得衣亂者不得治
득식한자불득의란자불득치|得食寒者不得衣亂者不得治
득신|得臣
득신기지이|得申其志耳
득신무가|得臣无家
득신상복야|得申上服也
득신선지술|得神仙之術
득신야|得身也
득신어주|得信於主
득신오주|得信於主
득신유재|得臣猶在
득신자자숙|得臣字子玉
득신자자옥|得臣字子玉
득신즉이천하위일|得臣則以天下爲一
득신즉천하위일|得臣則天下爲一
득신지욕|得臣之慾
득신채이기지축|得新菜而棄旨蓄
득신칙이천하위일|得臣則以天下爲一
득신칙천하위일|得臣則天下爲一
득신혼이견기|得新昏而見棄
득신혼이현기|得新昏而見棄
득실|得失
득실가견의|得失可見矣
득실가현의|得失可見矣
득실동지|得失同之
득실리병|得失利病
득실미유정|得失未有定
득실부모|得失不侔
득실불모|得失不侔
득실상형|得失相形
득실응어천|得失應於天
득실응오천|得失應於天
득실이병|得失利病
득실저교|得失著效
득실저효|得失著效
득실지간|得失之間
득실지리|得失之理
득실지상거|得失之相去
득실지상야|得失之象也
득실지역이보수지난|得失之易而保守之難
득실지원야|得失之原也
득실지이|得失之理
득실지이이보수지난|得失之易而保守之難
득실지적|得失之迹
득실지절야|得失之節也
득실착교|得失著效
득실착효|得失著效
득실표어행|得失表於行
득실표오행|得失表於行
득십일언|得十鎰焉
득아이위지|得我而爲之
득악공|得樂工
득안|得安
득안|得雁
득안기성언이의|得安其性焉爾矣
득안조등|得安祖等
득야|得也
득양국지중|得兩國之衆
득양궁상사|得兩宮賞賜
득양궁십삭|得良弓十數
득양궁십수|得良弓十數
득양궁십촉|得良弓十數
득양생언|得養生焉
득양송지정|得兩訟之情
득양여존|得詳與尊
득양여준|得詳與尊
득양우이우지|得良友而友之
득양이출|得陽而出
득양인술|得養人術
득양지의|得養之宜
득어|得於
득어동명관하|得於東明觀下
득어리야|得於理也
득어문견|得於聞見
득어문현|得於聞見
득어부용|得於不用
득어부임|得於不任
득어불용|得於不用
득어불임|得於不任
득어사|得於辭
득어시야|得於時也
득어외정|得於外情
득어이야|得於理也
득어전문|得於傳聞
득어지국지중|得於治國之中
득어채나방지요|得魚菜螺蜯之饒
득어채라방지요|得魚菜螺蜯之饒
득어첩|得魚輒
득어첩사지|得魚輒舍之
득어치국지중|得於治國之中
득어호악|得於好惡
득어호악출어열물|得於好惡怵於淫物
득어호악출어염물|得於好惡怵於淫物
득어호악출어요물|得於好惡怵於淫物
득어호악출어윤물|得於好惡怵於淫物
득어호악출어음물|得於好惡怵於淫物
득어호악출오열물|得於好惡怵於淫物
득어호악출오염물|得於好惡怵於淫物
득어호악출오요물|得於好惡怵於淫物
득어호악출오윤물|得於好惡怵於淫物
득어호악출오음물|得於好惡怵於淫物
득억질|得疑疾
득언|得焉
득언|得言
득언의|得言矣
득여|得輿
득여경사적자|得與卿士敵者
득여고수령부여법자|得擧告守令不如法者
득여고수령불여법자|得擧告守令不如法者
득여고수영부여법자|得擧告守令不如法者
득여고수영불여법자|得擧告守令不如法者
득여구농동체|得與丘隴同體
득여구롱동체|得與丘隴同體
득여씨지소전공자가어|得吕氏之所傳孔子家語
득여왕후동|得與王后同
득여자어태백산남|得女子於太白山南
득여자오태백산남|得女子於太白山南
득여정지소전공자가어|得吕氏之所傳孔子家語
득여주공공자|得如周公孔子
득여증삼|得如曾參
득여지개안|得與之皆安
득여지구생|得與之俱生
득여지구존|得與之俱存
득여지의야|得旅之宜也
득여지지소전공자가어|得吕氏之所傳孔子家語
득연명가식|得延命假息
득연삭년지명|得延數年之命
득연삭연지명|得延數年之命
득연수년지명|得延數年之命
득연수부지|得延壽付之
득연수연지명|得延數年之命
득연촉년지명|得延數年之命
득연촉연지명|得延數年之命
득열|得說
득열극|得列戟
득영아어공상지중|得嬰兒於空桑之中
득영아오공상지중|得嬰兒於空桑之中
득영야|得寧也
득예문리|得禮文理
득예문이|得禮文理
득예의연후지|得禮義然後治
득예의연후치|得禮義然後治
득예지용|得禮之容
득예지정|得禮之正
득오|得於
득오동명관하|得於東明觀下
득오리야|得於理也
득오문견|得於聞見
득오문현|得於聞見
득오백인|得五百人
득오부용|得於不用
득오부임|得於不任
득오불용|得於不用
득오불임|得於不任
득오사|得於辭
득오시야|得於時也
득오외정|得於外情
득오이성|得吾移城
득오이야|得於理也
득오전문|得於傳聞
득오지국지중|得於治國之中
득오천인|得五千人
득오치국지중|得於治國之中
득오호악|得於好惡
득오호악출어열물|得於好惡怵於淫物
득오호악출어염물|得於好惡怵於淫物
득오호악출어요물|得於好惡怵於淫物
득오호악출어윤물|得於好惡怵於淫物
득오호악출어음물|得於好惡怵於淫物
득오호악출오열물|得於好惡怵於淫物
득오호악출오염물|得於好惡怵於淫物
득오호악출오요물|得於好惡怵於淫物
득오호악출오윤물|得於好惡怵於淫物
득오호악출오음물|得於好惡怵於淫物
득옥박소산중|得玉璞楚山中
득옥박초산중|得玉璞楚山中
득옥어소산|得玉於楚山
득옥어초산|得玉於楚山
득옥오소산|得玉於楚山
득옥오초산|得玉於楚山
득옥인자|得玉印者
득왕내자수|得往來自遂
득왕래자수|得往來自遂
득왕승작소계향사병전대고사|得王僧綽所啟饗士幷前代故事
득왕심책|得王深策
득왕유천하|得王有天下
득요공|得樂工
득용|得容
득용삼자자|得用三子者
득용상소수천명|得用商所受天命
득용여사소서|得鎔與嗣昭書
득우이괄혜|得雨而聒兮
득우이통|得遇而通
득원|得願
득원실신|得原失信
득원야|得願也
득월이남야|得越而南也
득월하입남해자|得越河入南海者
득위|得位
득위|得爲
득위가상|得爲可尙
득위거정|得位居正
득위거중|得位居中
득위경획총칭|得爲耕獲總稱
득위군지첩|得爲君之妾
득위길자|得爲吉者
득위대부자|得爲大夫者
득위독|得爲督
득위리순|得位履順
득위리정|得位履正
득위리존|得位履尊
득위리준|得位履尊
득위민복제중역야|得爲民復除重役也
득위승오|得位承五
득위식견동자|得爲識見同者
득위식현동자|得爲識見同者
득위신호|得爲信乎
득위언어지완순|得爲言語之婉順
득위이무응|得位而无應
득위이상하|得位而上下
득위이순|得位履順
득위이순|得位而順
득위이유응어상|得位而有應於上
득위이유응오상|得位而有應於上
득위이정|得位履正
득위이존|得位履尊
득위이준|得位履尊
득위장리여소서|得魏將吏與紹書
득위장이여소서|得魏將吏與紹書
득위저복제중역야|得爲民復除重役也
득위적족이엄기구|得委積足以揜其口
득위적주이엄기구|得委積足以揜其口
득위정호우차천자|得為政乎愚且賤者
득위제후|得爲諸侯
득위조야|得爲助也
득위지|得爲之
득위지|得謂之
득위지견동자|得爲識見同者
득위지복제중역야|得爲民復除重役也
득위지현동자|得爲識見同者
득위진정후|得爲眞定侯
득위처중|得位處中
득위체손|得位體巽
득위치견동자|得爲識見同者
득위치현동자|得爲識見同者
득위호외이상동|得位乎外而上同
득유|得愈
득유공일지서|得劉公一紙書
득유기일|得有其一
득유대공|得有大功
득유무강선사자|得有無疆善辭者
득유삼분이자|得有三分二者
득유시위지|得有時爲之
득유신조여향지의|得有臣祖與享之意
득유자부승차과자|得有子父乘車過者
득유취여부취이출여부출지사|得有醉與不醉而出與不出之事
득유취여부취이출여불출지사|得有醉與不醉而出與不出之事
득유취여불취이출여부출지사|得有醉與不醉而出與不出之事
득유취여불취이출여불출지사|得有醉與不醉而出與不出之事
득육얼자|得陸贄者
득육인|得六人
득육지도|得賁之道
득육지자|得陸贄者
득은십삼만량|得銀十三萬兩
득은십삼만양|得銀十三萬兩
득을질|得疑疾
득음이장지충야|得陰而藏之蟲也
득음이후부갈|得飮而後不渴
득음이후부할|得飮而後不渴
득음이후불갈|得飮而後不渴
득음이후불할|得飮而後不渴
득음즉지|得飮則止
득음즉지|得飲則止
득음칙지|得飮則止
득음칙지|得飲則止
득응질|得疑疾
득의|得宜
득의|得意
득의|得矣
득의|得議
득의실난|得宜實難
득의어원거지의|得意於遠去之義
득의어천하|得意於天下
득의오원거지의|得意於遠去之義
득의오천하|得意於天下
득의이인|得劓刵人
득의이후부한|得衣而後不寒
득의이후불한|得衣而後不寒
득의즉지|得衣則止
득의지막|得意之貌
득의지모|得意之貌
득의질|得疑疾
득의칙지|得衣則止
득이|得以
득이|得已
득이|得移
득이|得而
득이거지|得而擧之
득이겁지|得以劫之
득이공지덕교|得二公之德敎
득이관작제형|得以官爵除刑
득이광평위륙자|得以廣平爲陸者
득이광평위육자|得以廣平爲陸者
득이급시|得以及時
득이기|得以欺
득이기상수|得以器相授
득이남지시야|得二南之詩也
득이대사기력어문장|得以大肆其力於文章
득이대사기력오문장|得以大肆其力於文章
득이대사기역어문장|得以大肆其力於文章
득이대사기역오문장|得以大肆其力於文章
득이면화|得以免禍
득이무망민청|得以誣罔民聽
득이무망저청|得以誣罔民聽
득이무망지청|得以誣罔民聽
득이민심|得吏民心
득이민여|得吏民與
득이배유사천지제|得以配侑祀天之祭
득이벌지|得而罰之
득이부용|得而不用
득이부환|得而不歡
득이분|得二盆
득이불용|得而不用
득이불환|得而不歡
득이사기무|得以肆其誣
득이사기죄|得以辭其罪
득이사행이무기|得以肆行而無忌
득이살망지|得以殺望之
득이살양자야|得以殺襄子也
득이상위앙|得以相衛鞅
득이상지|得而賞之
득이석지|得而腊之
득이선폐립지권이국지대병|得以擅廢立之權而國之大柄
득이선폐입지권이국지대병|得以擅廢立之權而國之大柄
득이설망지|得以殺望之
득이설양자야|得以殺襄子也
득이성위호기중의|得而成位乎其中矣
득이성취기생업|得以成就其生業
득이쇄망지|得以殺望之
득이쇄양자야|得以殺襄子也
득이수기간|得以售其姦
득이수기계|得以售其計
득이수기모|得以遂其謀
득이수삼족|得以壽三族
득이수천백인|得以數千百人
득이시망지|得以殺望之
득이시양자야|得以殺襄子也
득이십만인|得二十萬人
득이십임|得二十稔
득이언|得利焉
득이여지|得而擧之
득이여지어|得而與之語
득이왕부자위씨|得以王父字爲氏
득이왕부자위정|得以王父字爲氏
득이왕부자위지|得以王父字爲氏
득이용지|得而用之
득이우농상하이자기소삭위|得以愚弄上下而恣其所欲爲
득이우농상하이자기소속위|得以愚弄上下而恣其所欲爲
득이우농상하이자기소숙위|得以愚弄上下而恣其所欲爲
득이우농상하이자기소욕위|得以愚弄上下而恣其所欲爲
득이우농상하이자기소유위|得以愚弄上下而恣其所欲爲
득이우롱상하이자기소삭위|得以愚弄上下而恣其所欲爲
득이우롱상하이자기소속위|得以愚弄上下而恣其所欲爲
득이우롱상하이자기소숙위|得以愚弄上下而恣其所欲爲
득이우롱상하이자기소욕위|得以愚弄上下而恣其所欲爲
득이우롱상하이자기소유위|得以愚弄上下而恣其所欲爲
득이위건|得利爲乾
득이위사|得以爲詞
득이위자|得以爲資
득이윤이임국정|得伊尹以任國政
득이의사지|得而衣食之
득이의식지|得而衣食之
득이의지|得而衣之
득이입지야|得以入之也
득이자구야|得以藉口也
득이자기소삭위|得以恣其所欲爲
득이자기소속위|得以恣其所欲爲
득이자기소숙위|得以恣其所欲爲
득이자기소욕위|得以恣其所欲爲
득이자기소유위|得以恣其所欲爲
득이자립|得以自立
득이자배지|得以滋培之
득이자부지|得以滋培之
득이자수|得以自售
득이자입|得以自立
득이자자|得以自恣
득이재리지|得而財利之
득이재어신|得理在於身
득이재오신|得理在於身
득이재이지|得而財利之
득이저심|得吏民心
득이저여|得吏民與
득이적오지충|得以賊吾之衷
득이전복지|得以顚覆之
득이전행우외|得以專行于外
득이절|得以竊
득이절지의|得以竊之矣
득이정모|得以定謀
득이정벌|得以征伐
득이제지|得以擠之
득이종용위관판사|得以從容爲官辦事
득이주삭천인이귀|得夷洲數千人以歸
득이주수천인이귀|得夷洲數千人以歸
득이주촉천인이귀|得夷洲數千人以歸
득이즉길|得理則吉
득이즉오삭이|得已則吾欲已
득이즉오속이|得已則吾欲已
득이즉오숙이|得已則吾欲已
득이즉오욕이|得已則吾欲已
득이즉오유이|得已則吾欲已
득이지길|得頤之吉
득이지심|得吏民心
득이지여|得吏民與
득이지의|得頤之義
득이지중|得理之中
득이천여인|得二千餘人
득이천인|得二千人
득이천폐립지권이국지대병|得以擅廢立之權而國之大柄
득이천폐입지권이국지대병|得以擅廢立之權而國之大柄
득이첩고책|得而輒辜磔
득이첩고책어시|得而輒辜磔於市
득이첩고책오시|得而輒辜磔於市
득이촉천백인|得以數千百人
득이칙길|得理則吉
득이칙오삭이|得已則吾欲已
득이칙오속이|得已則吾欲已
득이칙오숙이|得已則吾欲已
득이칙오욕이|得已則吾欲已
득이칙오유이|得已則吾欲已
득이침주|得以侵主
득이폐지이사삭|得以蔽之而私欲
득이폐지이사속|得以蔽之而私欲
득이폐지이사숙|得以蔽之而私欲
득이폐지이사욕|得以蔽之而私欲
득이폐지이사유|得以蔽之而私欲
득이해어중|得施解於衆
득이해오중|得施解於衆
득이행기계의|得以行其計矣
득이헌지|得而獻之
득이형지살지야|得以刑之殺之也
득이형지설지야|得以刑之殺之也
득이형지쇄지야|得以刑之殺之也
득이형지시지야|得以刑之殺之也
득이혹지|得以惑之
득이후공지|得而後功之
득익고|得益皋
득익고도|得益皋陶
득인도야|得仁道也
득인심|得人心
득인어조정|得人於朝廷
득인언|得人焉
득인오조정|得人於朝廷
득인유상|得人有賞
득인일어|得人一語
득인자유상|得人者有賞
득인즉중원가정|得人則中原可定
