차|此
칙중현어앙|則重縣於仰
칙중현오앙|則重縣於仰
칙중형무상|則重刑無傷
칙즉사지|則卽食之
칙즉상구지복문|則卽上句之複文
칙즉상구지부문|則卽上句之複文
칙즉식지|則卽食之
칙즉원지지의|則卽遠之至矣
칙즉이차위지|則卽以且爲之
칙증|則烝
칙증민부당여중인수|則曾閔不當與衆人殊
칙증민불당여중인수|則曾閔不當與衆人殊
칙증사가의어유은|則曾史可疑於幽隱
칙증사가의오유은|則曾史可疑於幽隱
칙증상위대|則烝嘗爲大
칙증심|則憎心
칙증심견|則憎心見
칙증심현|則憎心見
칙증이위우|則烝而爲雨
칙증이이십칠인위삼십구인|則增以二十七人爲三十九人
칙증장부송자이속금|則贈丈夫送者以束錦
칙지|則民
칙지|則識
칙지|則之
칙지|則地
칙지|則止
칙지|則知
칙지|勅旨
칙지|則治
칙지가기상|則民賈其上
칙지가이성복|則至家而成服
칙지가지|則民歌之
칙지강목서법지의의|則知綱目書法之意矣
칙지개갈력|則民皆竭力
칙지개갈역|則民皆竭力
칙지개감부경지|則民豈敢不敬之
칙지개감불경지|則民豈敢不敬之
칙지개리비|則民皆羸憊
칙지개수명|則民皆授命
칙지개양기권벌지심부구지|則民皆養其勸伐之心不救之
칙지개양기권벌지심불구지|則民皆養其勸伐之心不救之
칙지개어시순의|則民皆於是順矣
칙지개열상지교|則民皆悅上之教
칙지개오시순의|則民皆於是順矣
칙지개이비|則民皆羸憊
칙지경|則之輕
칙지경조|則之輕條
칙지고기상|則民賈其上
칙지고도이통지|則治橋道以通之
칙지고지|則民苦之
칙지공지사군야|則知公之事君也
칙지공지위문야|則知公之爲文也
칙지공지위신야|則知公之爲臣也
칙지교도이통지|則治橋道以通之
칙지교지|則民效之
칙지군신동체|則知君臣同體
칙지권이변|則民倦而變
칙지귀신이거기군|則民歸臣而去其君
칙지귀신지정상야|則知鬼神之情狀也
칙지귀신지정장야|則知鬼神之情狀也
칙지귀정도의|則民歸正道矣
칙지귀천수별|則知貴賤雖別
칙지극성자야|則至極盛者也
칙지급족자영|則之及族子榮
칙지기감부경지|則民豈敢不敬之
칙지기감불경지|則民豈敢不敬之
칙지기대이식견명|則志氣大而識見明
칙지기대이식현명|則志氣大而識見明
칙지기대이지견명|則志氣大而識見明
칙지기대이지현명|則志氣大而識見明
칙지기량|則治其糧
칙지기부가경거|則知其不可輕去
칙지기불가경거|則知其不可輕去
칙지기소위|則知其所爲
칙지기소재채지처의|則指其所在采之處矣
칙지기신귀지|則民其信歸之
칙지기양|則治其糧
칙지기장관아자손|則民其長觀我子孫
칙지기재고|則知其在股
칙지기재굉|則知其在肱
칙지기재복|則知其在腹
칙지기재심|則知其在心
칙지기청명|則志氣淸明
칙지길여흉|則知吉與凶
칙지낙자본어정성|則知樂者本於情性
칙지낙자본오정성|則知樂者本於情性
칙지낙자분어정성|則知樂者本於情性
칙지낙자분오정성|則知樂者本於情性
칙지낭심지현의|則知狼瞫之賢矣
칙지년장이소습|則至年長而所習
칙지노이부상|則民勞而不傷
칙지노이불상|則民勞而不傷
칙지뇌지|則民懷之
칙지당상수|則民當相準
칙지당상절|則民當相準
칙지당상준|則民當相準
칙지당이가친|則智當而加親
칙지대부이상|則知大夫已上
칙지덕|則民德
칙지덕귀일야|則民德歸壹也
칙지덕약|則民徳弱
칙지덕요도지교|則至德要道之敎
칙지덕폐|則民徳廢
칙지도쇠|則治道衰
칙지도필의|則治道畢矣
칙지락자본어정성|則知樂者本於情性
칙지락자본오정성|則知樂者本於情性
칙지락자분어정성|則知樂者本於情性
칙지락자분오정성|則知樂者本於情性
칙지랑심지현의|則知狼瞫之賢矣
칙지력일야|則民力一也
칙지로이부상|則民勞而不傷
칙지로이불상|則民勞而不傷
칙지뢰지|則民懷之
칙지류만비천의|則民流僈鄙賤矣
칙지리|則知利
칙지리대명이민복의|則治理大明而民服矣
칙지리대명이저복의|則治理大明而民服矣
칙지리대명이지복의|則治理大明而民服矣
칙지린차악|則民吝且惡
칙지마지귀천부실실의|則知馬之貴賤不失實矣
칙지마지귀천불실실의|則知馬之貴賤不失實矣
칙지막감부경|則民莫敢不敬
칙지막감부복|則民莫敢不服
칙지막감부용정|則民莫敢不用情
칙지막감불경|則民莫敢不敬
칙지막감불복|則民莫敢不服
칙지막감불용정|則民莫敢不用情
칙지맥감부경|則民莫敢不敬
칙지맥감부복|則民莫敢不服
칙지맥감부용정|則民莫敢不用情
칙지맥감불경|則民莫敢不敬
칙지맥감불복|則民莫敢不服
칙지맥감불용정|則民莫敢不用情
칙지면력위화조이질속|則民勉力爲和調而疾速
칙지면역위화조이질속|則民勉力爲和調而疾速
칙지모감부경|則民莫敢不敬
칙지모감부복|則民莫敢不服
칙지모감부용정|則民莫敢不用情
칙지모감불경|則民莫敢不敬
칙지모감불복|則民莫敢不服
칙지모감불용정|則民莫敢不用情
칙지무공이구득|則民無功而求得
칙지무교이부구용|則民務佼而不求用
칙지무교이부구용어법|則民務交而不求用於法
칙지무교이부구용오법|則民務交而不求用於法
칙지무교이불구용|則民務佼而不求用
칙지무교이불구용어법|則民務交而不求用於法
칙지무교이불구용오법|則民務交而不求用於法
칙지무망|則知無罔
칙지무부유지환|則志無不喩之患
칙지무불유지환|則志無不喩之患
칙지무소권모|則民無所勸慕
칙지무소조수족|則民無所措手足
칙지무소조수족의|則民無所措手足矣
칙지무소조수주|則民無所措手足
칙지무소조수주의|則民無所措手足矣
칙지무양|則民無讓
칙지무처|則民無妻
칙지무처부용병야|則知無處不用兵也
칙지무처불용병야|則知無處不用兵也
칙지무황년의|則民無荒年矣
칙지무황연의|則民無荒年矣
칙지미납위이납|則指未納爲已納
칙지미내지험야|則知未來之驗也
칙지미래지험야|則知未來之驗也
칙지미의|則地美矣
칙지반|勅氏反
칙지배욕역어문외야|則知拜辱亦於門外也
칙지배욕역오문외야|則知拜辱亦於門外也
칙지백성시백관야|則知百姓是百官也
칙지백지명부장의|則智伯之命不長矣
칙지백지명불장의|則智伯之命不長矣
칙지백필가지병|則知伯必加之兵
칙지번식|則民蕃息
칙지범신하지정|則知凡臣下之情
칙지병화지심렬|則知兵禍之甚烈
칙지병화지심열|則知兵禍之甚烈
칙지복|則民服
칙지부|則民不
칙지부경|則民不敬
칙지부경야|則民不敬也
칙지부광|則志不廣
칙지부괴|則民不乖
칙지부구|則民不茍
칙지부낙생|則民不樂生
칙지부능류야|則知不能類也
칙지부능유야|則知不能類也
칙지부당|則智不當
칙지부독선전선승시|則知不獨善戰善乘時
칙지부득무식교사|則民不得無飾巧詐
칙지부득이지|則民不得而治
칙지부득이치|則民不得而治
칙지부락생|則民不樂生
칙지부범|則民不犯
칙지부범상|則民不犯上
칙지부복|則民不服
칙지부복|則止不卜
칙지부사위야|則民不詐僞也
칙지부신|則民不信
칙지부신야|則民不信也
칙지부실직|則民不失職
칙지부악생|則民不樂生
칙지부안거|則民不安居
칙지부여야|則民不與也
칙지부외|則民不畏
칙지부외야|則民不畏也
칙지부요생|則民不樂生
칙지부원|則民不怨
칙지부월|則民不越
칙지부위|則民不威
칙지부유|則民不愉
칙지부응야|則民不應也
칙지부의|則民不疑
칙지부의|則民富矣
칙지부인지단의역흑야|則知婦人之褖衣亦黑也
칙지부쟁|則民不爭
칙지부종명|則民不從命
칙지부진력의|則民不盡力矣
칙지부진역의|則民不盡力矣
칙지부징이|則民不懲而
칙지부징이역|則民不懲而易
칙지부징이이|則民不懲而易
칙지부태|則民不怠
칙지부투|則民不偸
칙지부투|則民不偷
칙지부폭|則民不暴
칙지부혹|則民不惑
칙지불|則民不
칙지불경|則民不敬
칙지불경|則民弗敬
칙지불경야|則民不敬也
칙지불광|則志不廣
칙지불괴|則民不乖
칙지불구|則民不茍
칙지불낙생|則民不樂生
칙지불능류야|則知不能類也
칙지불능유야|則知不能類也
칙지불당|則智不當
칙지불독선전선승시|則知不獨善戰善乘時
칙지불득무식교사|則民不得無飾巧詐
칙지불득이지|則民不得而治
칙지불득이치|則民不得而治
칙지불락생|則民不樂生
칙지불범|則民不犯
칙지불범상|則民不犯上
칙지불복|則民不服
칙지불복|則止不卜
칙지불사위야|則民不詐僞也
칙지불신|則民不信
칙지불신야|則民不信也
칙지불실직|則民不失職
칙지불악생|則民不樂生
칙지불안거|則民不安居
칙지불여야|則民不與也
칙지불외|則民不畏
칙지불외야|則民不畏也
칙지불요생|則民不樂生
칙지불원|則民不怨
칙지불월|則民不越
칙지불위|則民不威
칙지불유|則民不愉
칙지불응야|則民不應也
칙지불의|則民不疑
칙지불쟁|則民不爭
칙지불종명|則民不從命
칙지불진력의|則民不盡力矣
칙지불진역의|則民不盡力矣
칙지불징이|則民不懲而
칙지불징이역|則民不懲而易
칙지불징이이|則民不懲而易
칙지불태|則民不怠
칙지불투|則民不偸
칙지불투|則民不偷
칙지불폭|則民不暴
칙지불혹|則民不惑
칙지비미칭|則知非美稱
칙지비이부병|則民費而不病
칙지비이불병|則民費而不病
칙지비이자지죄의|則知非二子之罪矣
칙지빈|則民貧
칙지사마지직|則知司馬之職
칙지사장자의|則智士將自疑
칙지사형|則止四刑
칙지산절|則民産絶
칙지상노|則知霜露
칙지상노위추의|則知霜露爲秋矣
칙지상로|則知霜露
칙지상로위추의|則知霜露爲秋矣
칙지상문배욕배송역조복야|則知上文拜辱拜送亦朝服也
칙지서멸|則止書滅
칙지석인소칭|則知昔人所稱
칙지섭실유죄|則知涉實有罪
칙지성장위덕가지야|則至成長爲德可知也
칙지성통어신명|則至性通於神明
칙지성통오신명|則至性通於神明
칙지세고상유기인이부득견야|則知世固嘗有其人而不得見也
칙지세고상유기인이부득현야|則知世固嘗有其人而不得見也
칙지세고상유기인이불득견야|則知世固嘗有其人而不得見也
칙지세고상유기인이불득현야|則知世固嘗有其人而不得見也
칙지소공부위위우위비의|則知小功不爲位尤爲非矣
칙지소공불위위우위비의|則知小功不爲位尤爲非矣
칙지소귀의|則知所貴矣
칙지소리의|則知所利矣
칙지소삭|則民少欲
칙지소속|則民少欲
칙지소숙|則民少欲
칙지소양의|則知所養矣
칙지소욕|則民少欲
칙지소위례자|則知所謂禮者
칙지소위예자|則知所謂禮者
칙지소유|則民少欲
칙지소이수신|則知所以修身
칙지소이의|則知所利矣
칙지소이지신의|則知所以持身矣
칙지소이치|則知所以治
칙지소이치인|則知所以治人
칙지소인지소의호|則知小人之所依怙
칙지소인지의|則知小人之依
칙지소행유법|則民所行有法
칙지속호급질|則民速乎急疾
칙지송양지부선학문왕의|則知宋襄之不善學文王矣
칙지송양지불선학문왕의|則知宋襄之不善學文王矣
칙지송자지정실|則知訟者之情實
칙지송지|則民頌之
칙지수광|則地雖廣
칙지수기앙|則民受其殃
칙지수기유명지궤|則只受其有名之饋
칙지수의|則民壽矣
칙지수직|則民守職
칙지순민|則知訓民
칙지순저|則知訓民
칙지순지|則知訓民
칙지술기지|則民述其志
칙지습복|則民習服
칙지시반|則民始畔
칙지시신참자|則知是信讒者
칙지시어인야|則知施於人也
칙지시오인야|則知施於人也
칙지시의|則民始疑
칙지시지어인|則知施之於人
칙지시지오인|則知施之於人
칙지식지유소야|則知息之有所也
칙지신덕|則民慎德
칙지신지소위|則知神之所爲
칙지신필궤핍어하|則民臣必匱乏於下
칙지신필궤핍오하|則民臣必匱乏於下
칙지심분기쟁경이부가열복야|則民心奮起爭競而不可悅服也
칙지심분기쟁경이불가열복야|則民心奮起爭競而不可悅服也
칙지심분이부가|則民心奮而不可
칙지심분이부가설야|則民心奮而不可說也
칙지심분이부가세야|則民心奮而不可說也
칙지심분이부가열야|則民心奮而不可說也
칙지심분이부가탈야|則民心奮而不可說也
칙지심분이불가|則民心奮而不可
칙지심분이불가설야|則民心奮而不可說也
칙지심분이불가세야|則民心奮而不可說也
칙지심분이불가열야|則民心奮而不可說也
칙지심분이불가탈야|則民心奮而不可說也
칙지심소념시위선정야|則知心所念是爲善政也
칙지심소염시위선정야|則知心所念是爲善政也
칙지악자본어정성|則知樂者本於情性
칙지악자본오정성|則知樂者本於情性
칙지악자분어정성|則知樂者本於情性
칙지악자분오정성|則知樂者本於情性
칙지악지|則知惡之
칙지안기생|則民安其生
칙지암|則民闇
칙지암식의|則民闇飾矣
칙지암자수식야|則民闇自脩飾也
칙지애경호군의|則知愛敬乎君矣
칙지야|則之野
칙지어대질노모이자차|則至於大耋老耄而咨嗟
칙지어대질로모이자차|則至於大耋老耄而咨嗟
칙지어미제|則之於未濟
칙지어성|則至於聖
칙지어소당지야|則止於所當止也
칙지어질노유차|則至於耋老有嗟
칙지어질로유차|則至於耋老有嗟
칙지어해|則至於害
칙지역대의|則智亦大矣
칙지역일야|則民力一也
칙지연장이소습|則至年長而所習
칙지연족인|則知燕族人
칙지열호경상|則民悅乎慶賞
칙지오대질노모이자차|則至於大耋老耄而咨嗟
칙지오대질로모이자차|則至於大耋老耄而咨嗟
칙지오미제|則之於未濟
칙지오성|則至於聖
칙지오소당지야|則止於所當止也
칙지오십이사|則知五十而士
칙지오지|則知惡之
칙지오질노유차|則至於耋老有嗟
칙지오질로유차|則至於耋老有嗟
칙지오해|則至於害
칙지완능|則治宛陵
칙지완릉|則治宛陵
칙지왈|勅之曰
칙지외복|則民畏服
칙지외신이경군|則民畏臣而輕君
칙지외지|則民畏之
칙지외지이부감위비|則民畏之而不敢爲非
칙지외지이불감위비|則民畏之而不敢爲非
칙지외지일자|則指畏之一字
칙지외호형벌|則民畏乎刑罰
칙지요자본어정성|則知樂者本於情性
칙지요자본오정성|則知樂者本於情性
칙지요자분어정성|則知樂者本於情性
칙지요자분오정성|則知樂者本於情性
칙지용|則民用
칙지용병갈|則智勇竝竭
칙지우금일|則至于今日
칙지우노위비기온의|則知雨露爲非其溫矣
칙지우례|則至于豊
칙지우로위비기온의|則知雨露爲非其溫矣
칙지우실절의|則至于失節矣
칙지우예|則至于豊
칙지우풍|則至于豊
칙지우풍|則至于豐
칙지원신노|則民怨神怒
칙지위부|則知謂父
칙지위신자당이순국위심|則知爲臣者當以徇國爲心
칙지위자|則知謂子
칙지위지지오명의|則之爲知之誤明矣
칙지유격심|則民有格心
칙지유공서부이|則知唯蚣蝑不耳
칙지유공서불이|則知唯蚣蝑不耳
칙지유둔심|則民有遯心
칙지유만비천의|則民流僈鄙賤矣
칙지유부득기사자의|則民有不得其死者矣
칙지유불득기사자의|則民有不得其死者矣
칙지유비교|則地有肥磽
칙지유상지|則地有常地
칙지유소적|則智有所積
칙지음사사치지사|則指飮食奢侈之事
칙지음식사치지사|則指飮食奢侈之事
칙지의|則止矣
칙지의공외이부안|則志意恐畏而不安
칙지의공외이불안|則志意恐畏而不安
칙지의사족|則民衣食足
칙지의사주|則民衣食足
칙지의식족|則民衣食足
칙지의식주|則民衣食足
칙지이|則知利
칙지이공유년지서|則指二公有年之書
칙지이공유연지서|則指二公有年之書
칙지이대명이민복의|則治理大明而民服矣
칙지이대명이저복의|則治理大明而民服矣
칙지이대명이지복의|則治理大明而民服矣
칙지이부과의|則知而不過矣
칙지이불과의|則知而不過矣
칙지이비지|則知而非之
칙지이어인야|則知施於人也
칙지이오인야|則知施於人也
칙지이죄|則治以罪
칙지이지어인|則知施之於人
칙지이지오인|則知施之於人
칙지인종|則民人從
칙지인차량|則民仁且良
칙지인차악|則民吝且惡
칙지인차양|則民仁且良
칙지자득이언자당|則志自得而言自當
칙지자미득지야|則知者未得治也
칙지자미득치야|則知者未得治也
칙지자시애친야|則知慈是愛親也
칙지자역당량견|則民字亦當兩見
칙지자역당량현|則民字亦當兩見
칙지자역당양견|則民字亦當兩見
칙지자역당양현|則民字亦當兩見
칙지자유사사|則智者有私詞
칙지자지도야|則知者之道也
칙지작|則民作
칙지작경양이부쟁의|則民作敬讓而不爭矣
칙지작경양이불쟁의|則民作敬讓而不爭矣
칙지작기물지방야|則知作器物之方也
칙지작사|則民作辭
칙지작즉|則民作則
칙지작충|則民作忠
칙지작칙|則民作則
칙지장배반|則民將背叛
칙지장패반|則民將背叛
칙지재어녀공지사|則志在於女功之事
칙지재어살야|則志在於殺也
칙지재어설야|則志在於殺也
칙지재어쇄야|則志在於殺也
칙지재어시야|則志在於殺也
칙지재어여공지사|則志在於女功之事
칙지재오녀공지사|則志在於女功之事
칙지재오살야|則志在於殺也
칙지재오설야|則志在於殺也
칙지재오쇄야|則志在於殺也
칙지재오시야|則志在於殺也
칙지재오여공지사|則志在於女功之事
칙지재찬탈이이|則志在簒奪而已
칙지적지여경|則知悌之與敬
칙지전지원진의|則知晉之怨秦矣
칙지절망어상의|則民絶望於上矣
칙지절망오상의|則民絶望於上矣
칙지정간험|則民情姦險
칙지정교편의|則知政敎偏矣
칙지정기신의|則知正其身矣
칙지제기지방|則知制器之方
칙지제명|則之除名
칙지제이부난|則民齊而不亂
칙지제이부란|則民齊而不亂
칙지제이불난|則民齊而不亂
칙지제이불란|則民齊而不亂
칙지제지여경|則知悌之與敬
칙지조복명지역배야|則知朝服命之亦拜也
칙지조부무|則枝條不茂
칙지조불무|則枝條不茂
칙지족탐야|則民足貪也
칙지주탐야|則民足貪也
칙지중이경병삭|則之重而輕幷數
칙지중이경병수|則之重而輕幷數
칙지중이경병촉|則之重而輕幷數
칙지중종고종지속신시야|則知中宗高宗之屬身是也
칙지중종고종지촉신시야|則知中宗高宗之屬身是也
칙지지가위경대부|則知治家謂卿大夫
칙지지건야|則民之愆也
칙지지방|則民知方
칙지지산리야타|則民之産利也惰
칙지지산이야타|則民之産利也惰
칙지지생막부수기역|則民之生莫不受其澤
칙지지생막부수기탁|則民之生莫不受其澤
칙지지생막부수기택|則民之生莫不受其澤
칙지지생막불수기역|則民之生莫不受其澤
칙지지생막불수기탁|則民之生莫不受其澤
칙지지생막불수기택|則民之生莫不受其澤
칙지지생맥부수기역|則民之生莫不受其澤
칙지지생맥부수기탁|則民之生莫不受其澤
칙지지생맥부수기택|則民之生莫不受其澤
칙지지생맥불수기역|則民之生莫不受其澤
칙지지생맥불수기탁|則民之生莫不受其澤
칙지지생맥불수기택|則民之生莫不受其澤
칙지지생모부수기역|則民之生莫不受其澤
칙지지생모부수기탁|則民之生莫不受其澤
칙지지생모부수기택|則民之生莫不受其澤
칙지지생모불수기역|則民之生莫不受其澤
칙지지생모불수기탁|則民之生莫不受其澤
칙지지생모불수기택|則民之生莫不受其澤
칙지지소금지|則民知所禁止
칙지지소대지물|則地之所載之物
칙지지소사법야의|則民之所師法也疑
칙지지소재지물|則地之所載之物
칙지지쟁단|則民知争端
칙지지족|則民知足
칙지지주|則民知足
칙지지효도의|則民知孝道矣
칙지진사|則民盡死
칙지진지원진의|則知晉之怨秦矣
칙지차이곡|則知差而哭
칙지차이보입|則止車而步入
칙지차지시|則至此之時
칙지채문|則知采文
칙지천물|則知天物
칙지천사지의|則知遷徙之議
칙지추이상|則至秋而償
칙지춘추건|則知春秋乾
칙지출승황|則地出乘黃
칙지충병강이구융빈복의|則民充兵强而寇戎賓服矣
칙지치가위경대부|則知治家謂卿大夫
칙지친비지|則民親比之
칙지칭하간왕의|則止稱河間王矣
칙지탐지가|則知貪之可
칙지퇴정은복|則民退靜隱伏
칙지퇴정은복굴혈취산|則民退靜隱伏窟穴就山
칙지투행이망어상|則民偸幸而望於上
칙지투행이망오상|則民偸幸而望於上
칙지특무원이지언|則民特無遠而至焉
칙지표신자이언행부휴|則知表身者以言行不虧
칙지표신자이언행불휴|則知表身者以言行不虧
칙지풍속패의|則知風俗敗矣
칙지피해|則民被害
칙지필유부유지환|則志必有不喩之患
칙지필유불유지환|則志必有不喩之患
칙지필퇴|則治必退
칙지하부불기자|則知夏父弗忌者
칙지함지죄의|則民咸知罪矣
칙지행효왕지|則指行孝王之
칙지화이부류|則民和而不流
칙지화이부유|則民和而不流
칙지화이불류|則民和而不流
칙지화이불유|則民和而不流
칙지환부과부|則知鰥夫寡婦
칙지효의|則民孝矣
칙지효지|則民效之
칙지훈민|則知訓民
칙지훈저|則知訓民
칙지훈지|則知訓民
칙지흥공|則民興功
칙지흥어인|則民興於仁
칙지흥오인|則民興於仁
칙지희청명|則志氣淸明
칙직관도임|勅職官到任
칙직녀지유|則職女之由
칙직소부급자|則職所不及者
칙직소불급자|則職所不及者
칙직업휴이|則職業隳弛
칙직여지유|則職女之由
칙직운|則直云
칙직위기황등반|則直謂紀晃等反
칙직이년위칭야|則直以年爲稱也
칙직이연위칭야|則直以年爲稱也
칙직이정|則直而正
칙직지소부급자|則職之所不及者
칙직지소부급자필대|則職之所不及者必隊
칙직지소부급자필추|則職之所不及者必隊
칙직지소불급자|則職之所不及者
칙직지소불급자필대|則職之所不及者必隊
칙직지소불급자필추|則職之所不及者必隊
칙직폐우하|則職廢于下
칙진|則盡
칙진구지집|則塵垢之集
칙진국이|則晉國貳
칙진기능|則盡其能
칙진기력|則盡其力
칙진기역|則盡其力
칙진기지성|則盡其至誠
칙진도의|則盡道矣
칙진리야|則盡利也
칙진멸지의|則盡滅之矣
칙진몰우지하|則朕沒于地下
칙진무녹|則盡無祿
칙진무록|則盡無祿
칙진문후어시구명위동서대백|則晉文侯於時九命爲東西大伯
칙진문후오시구명위동서대백|則晉文侯於時九命爲東西大伯
칙진미|則珍味
칙진변화지도|則盡變化之道
칙진병비의|則晉兵憊矣
칙진부귀야|則盡富貴也
칙진부능망조|則秦不能亡趙
칙진불능망조|則秦不能亡趙
칙진사력이비충군야|則盡死力而非忠君也
칙진사역이비충군야|則盡死力而非忠君也
칙진사역장차폐마간|則晉師亦將車弊馬汗
칙진사역장차폐마한|則晉師亦將車弊馬汗
칙진서사마조호회지|勅鎭西司馬曹虎會之
칙진선의|則盡善矣
칙진수삭사기책|則進雖欲辭其責
칙진수속사기책|則進雖欲辭其責
칙진수숙사기책|則進雖欲辭其責
칙진수욕사기책|則進雖欲辭其責
칙진수유사기책|則進雖欲辭其責
칙진승오지|則塵蠅汚之
칙진씨필부혈사|則晉氏必不血食
칙진씨필부혈식|則晉氏必不血食
칙진씨필불혈사|則晉氏必不血食
칙진씨필불혈식|則晉氏必不血食
칙진양필부|則晉襄必不
칙진양필불|則晉襄必不
칙진어축편|則盡於逐便
칙진오축편|則盡於逐便
칙진이야|則盡利也
칙진이포지|則陳而布之
칙진익무강|則進益无疆
칙진인도|則盡人道
칙진장견금일지은|則秦將見今日之恩
칙진장승지령요격지계|則晉將乗之逞邀擊之計
칙진장승지영요격지계|則晉將乗之逞邀擊之計
칙진장자지위반사지명|則晉將藉之爲班師之名
칙진장현금일지은|則秦將見今日之恩
칙진정필견|則真情畢見
칙진정필부혈사|則晉氏必不血食
칙진정필부혈식|則晉氏必不血食
칙진정필불혈사|則晉氏必不血食
칙진정필불혈식|則晉氏必不血食
칙진정필현|則真情畢見
칙진조역필유이처지|則晉朝亦必有以處之
칙진주효이오지|則陳酒肴以娛之
칙진지권강부거|則晉之權綱不舉
칙진지권강불거|則晉之權綱不舉
칙진지민|則秦之民
칙진지저|則秦之民
칙진지지|則秦之民
칙진지필부혈사|則晉氏必不血食
칙진지필부혈식|則晉氏必不血食
칙진지필불혈사|則晉氏必不血食
칙진지필불혈식|則晉氏必不血食
칙진채위의|則陳蔡危矣
칙진천년|則盡天年
칙진천연|則盡天年
칙진탄수개정|則秦漢雖改正
칙진퇴막여|則進退莫與
칙진퇴맥여|則進退莫與
칙진퇴모여|則進退莫與
칙진필부왕조주의|則晉必不往朝周矣
칙진필불왕조주의|則晉必不往朝周矣
칙진필위천하병질의|則秦必爲天下兵質矣
칙진필흥병이위왕일도|則秦必興兵而圍王一都
칙진한부감가병|則秦韓不敢加兵
칙진한불감가병|則秦韓不敢加兵
칙진한수개정|則秦漢雖改正
칙진호대학|則進乎大學
칙질|則疾
칙질박소략야|則質朴疏略也
칙질박소약야|則質朴疏略也
칙질복소략야|則質朴疏略也
칙질복소약야|則質朴疏略也
칙질부소략야|則質朴疏略也
칙질부소약야|則質朴疏略也
칙질시구경|則秩視九卿
칙질역대동|則嫉亦大同
칙질이|則疾而
칙질이부통|則窒而不通
칙질진부작야|則疾疹不作也
칙질진불작야|則疾疹不作也
칙질질연|則疾疾然
칙질푸소략야|則質朴疏略也
칙질푸소약야|則質朴疏略也
칙짐몰우지하|則朕沒于地下
칙짐유씨부감조음기양|則沈猶氏不敢朝飲其羊
칙짐유씨불감조음기양|則沈猶氏不敢朝飲其羊
칙짐유정부감조음기양|則沈猶氏不敢朝飲其羊
칙짐유정불감조음기양|則沈猶氏不敢朝飲其羊
칙짐유지부감조음기양|則沈猶氏不敢朝飲其羊
칙짐유지불감조음기양|則沈猶氏不敢朝飲其羊
칙집광행엽|則執筐行饁
칙집기계|則執其契
칙집백호번감지|則執白虎幡監之
칙집병이배기후|則執兵而陪其後
칙집요여령|則執要與領
칙집요여영|則執要與領
칙집이곡지|則執而梏之
칙집이부통의|則執而不通矣
칙집이불통의|則執而不通矣
칙집일지부족상통야|則執一之不足相通也
칙집일지부주상통야|則執一之不足相通也
칙집일지불족상통야|則執一之不足相通也
칙집일지불주상통야|則執一之不足相通也
칙징병우방국|則徵兵于邦國
칙차|則此
칙차가위부지리천하지거무의|則此可謂不知利天下之巨務矣
칙차가위부지이천하지거무의|則此可謂不知利天下之巨務矣
칙차가위불지리천하지거무의|則此可謂不知利天下之巨務矣
칙차가위불지이천하지거무의|則此可謂不知利天下之巨務矣
칙차개구부선재|則此豈口不善哉
칙차개구불선재|則此豈口不善哉
칙차개실인의지도재|則此豈實仁義之道哉
칙차개언한야|則此蓋言限也
칙차개역언재|則此豈易言哉
칙차개역위전|則此蓋亦爲塡
칙차개이언재|則此豈易言哉
칙차개형부선재|則此豈刑不善哉
칙차개형불선재|則此豈刑不善哉
칙차경모기부모야|則且輕侮其父母也
칙차경비직흥|則此經非直興
칙차경정상|則此經情狀
칙차경정장|則此經情狀
칙차관십배야|則此官什倍也
칙차구광독위광야|則此句廣讀爲曠也
칙차구광두위광야|則此句廣讀爲曠也
칙차구내당유유자|則此句內當有猶字
칙차구장자|則此句長字
칙차구지비연문심명|則此句之非衍文甚明
칙차기구부선재|則此豈口不善哉
칙차기구불선재|則此豈口不善哉
칙차기명|則斥其名
칙차기실인의지도재|則此豈實仁義之道哉
칙차기역언재|則此豈易言哉
칙차기이언재|則此豈易言哉
칙차기형부선재|則此豈刑不善哉
칙차기형불선재|則此豈刑不善哉
칙차낙적멸천하지만민야|則此樂賊滅天下之萬民也
칙차낙적멸천하지만저야|則此樂賊滅天下之萬民也
칙차낙적멸천하지만지야|則此樂賊滅天下之萬民也
칙차내례기제법소위교체지체|則此乃禮記祭法所謂郊禘之禘
칙차내신임왕자정사지대신|則此乃信任王者正事之大臣
칙차내예기제법소위교체지체|則此乃禮記祭法所謂郊禘之禘
칙차능부능|則此能不能
칙차능불능|則此能不能
칙차다력년삭자|則此多歷年數者
칙차다력년수자|則此多歷年數者
칙차다력년촉자|則此多歷年數者
칙차다력연삭자|則此多歷年數者
칙차다력연수자|則此多歷年數者
칙차다력연촉자|則此多歷年數者
칙차다역년삭자|則此多歷年數者
칙차다역년수자|則此多歷年數者
칙차다역년촉자|則此多歷年數者
칙차다역연삭자|則此多歷年數者
칙차다역연수자|則此多歷年數者
칙차다역연촉자|則此多歷年數者
칙차당현지일종구|則此當縣之一鍾句
칙차덕여고양|則此德如羔羊
칙차도야|則此道也
칙차동모이이부자|則此同母而異父者
칙차락적멸천하지만민야|則此樂賊滅天下之萬民也
칙차락적멸천하지만저야|則此樂賊滅天下之萬民也
칙차락적멸천하지만지야|則此樂賊滅天下之萬民也
칙차략역위계야|則此略亦爲界也
칙차류야|則此類也
칙차무부역능화호지|則此武夫亦能和好之
칙차무소외외자|則此無所畏畏者
칙차문|則此文
칙차문단하역당유일자|則此文旦下亦當有一字
칙차문당유득자야|則此文當有得字也
